F937,BMI,00,3D,71,26,F9
F939,BCC,00,3D,71,26,F9
F944,STY,00,3D,71,26,F9
F946,RTS,00,3D,71,26,FB
CBB9,INY,00,3D,72,24,FB
CBBA,JSR,00,3D,72,24,F9
F947,CLV,00,3D,72,24,F9
F948,SEC,00,3D,72,25,F9
F949,LDA,40,3D,72,25,F9
F94B,RTS,40,3D,72,25,FB
CBBD,SBC,01,3D,72,24,FB
CBBF,JSR,01,3D,72,24,F9
F94C,BEQ,01,3D,72,24,F9
F94E,BMI,01,3D,72,24,F9
F950,BCC,01,3D,72,24,F9
F959,STY,01,3D,72,24,F9
F95B,RTS,01,3D,72,24,FB
CBC2,INY,01,3D,73,24,FB
CBC3,JSR,01,3D,73,24,F9
F95C,LDA,40,3D,73,24,F9
F95E,SEC,40,3D,73,25,F9
F95F,BIT,40,3D,73,E5,F9
F961,RTS,40,3D,73,E5,FB
CBC6,SBC,FF,3D,73,E5,FB
CBC8,JSR,FF,3D,73,E5,F9
F962,BCS,FF,3D,73,E5,F9
F96F,STY,FF,3D,73,E5,F9
F971,RTS,FF,3D,73,E5,FB
CBCB,INY,FF,3D,74,65,FB
CBCC,JSR,FF,3D,74,65,F9
F972,CLC,FF,3D,74,64,F9
F973,LDA,80,3D,74,E4,F9
F975,RTS,80,3D,74,E4,FB
CBCF,SBC,7F,3D,74,65,FB
CBD1,JSR,7F,3D,74,65,F9
F976,BCC,7F,3D,74,65,F9
F978,CMP,7F,3D,74,67,F9
F97A,BNE,7F,3D,74,67,F9
F97C,RTS,7F,3D,74,67,FB
CBD4,INY,7F,3D,75,65,FB
CBD5,JSR,7F,3D,75,65,F9
F980,SEC,7F,3D,75,65,F9
F981,LDA,81,3D,75,E5,F9
F983,RTS,81,3D,75,E5,FB
CBD8,SBC,02,3D,75,24,FB
CBDA,JSR,02,3D,75,24,F9
F984,BVC,02,3D,75,24,F9
F98D,STY,02,3D,75,24,F9
F98F,RTS,02,3D,75,24,FB
CBDD,RTS,02,3D,75,24,FD
C606,JSR,02,3D,75,24,FB
CBDE,NOP,02,3D,75,24,FB
CBDF,LDA,FF,3D,75,A4,FB
CBE1,STA,FF,3D,75,A4,FB
CBE3,LDA,44,3D,75,24,FB
CBE5,LDX,44,55,75,24,FB
CBE7,LDY,44,55,66,24,FB
CBE9,INX,44,56,66,24,FB
CBEA,DEY,44,56,65,24,FB
CBEB,CPX,44,56,65,A7,FB
CBED,BNE,44,56,65,A7,FB
CBEF,CPY,44,56,65,A7,FB
CBF1,BNE,44,56,65,A7,FB
CBF3,INX,44,57,65,25,FB
CBF4,INX,44,58,65,25,FB
CBF5,DEY,44,58,64,25,FB
CBF6,DEY,44,58,63,25,FB
CBF7,CPX,44,58,63,A7,FB
CBF9,BNE,44,58,63,A7,FB
CBFB,CPY,44,58,63,A7,FB
CBFD,BNE,44,58,63,A7,FB
CBFF,DEX,44,57,63,25,FB
CC00,INY,44,57,64,25,FB
CC01,CPX,44,57,64,A7,FB
CC03,BNE,44,57,64,A7,FB
CC05,CPY,44,57,64,A7,FB
CC07,BNE,44,57,64,A7,FB
CC09,CMP,44,57,64,A7,FB
