C000   4C   F5   C5    JMP    A:00    X:00    Y:00    P:24    SP:FD       BaseAddr:C5F5    IndirAddr:0000    Absolute
DED7   00   B8   B6    CLV    A:47    X:00    Y:FF    P:26    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
DED8   80   00   97    LDX    A:47    X:97    Y:FF    P:A4    SP:FB       BaseAddr:007F    IndirAddr:0000    Zero_page_y
DEDA   00   B0   12    BCS    A:47    X:97    Y:FF    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEDC   00   70   10    BVS    A:47    X:97    Y:FF    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEDE   00   10   0E    BPL    A:47    X:97    Y:FF    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEE0   00   F0   0C    BEQ    A:47    X:97    Y:FF    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEE2   00   E0   97    CPX    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEE4   00   D0   08    BNE    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEE6   00   C0   FF    CPY    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEE8   00   D0   04    BNE    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEEA   00   C9   47    CMP    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEEC   00   F0   04    BEQ    A:47    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DEF2   00   A9   00    LDA    A:00    X:97    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEF4   00   85   7F    STA    A:00    X:97    Y:FF    P:27    SP:FB       BaseAddr:007F    IndirAddr:0000    Zero_page
DEF6   00   A9   47    LDA    A:47    X:97    Y:FF    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEF8   00   A0   FF    LDY    A:47    X:97    Y:FF    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEFA   00   A2   69    LDX    A:47    X:69    Y:FF    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DEFC   00   18   B8    CLC    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
DEFD   00   B8   96    CLV    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
DEFE   96   80   00    STX    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:007F    IndirAddr:0000    Zero_page_y
DF00   00   B0   18    BCS    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF02   00   70   16    BVS    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF04   00   30   14    BMI    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF06   00   F0   12    BEQ    A:47    X:69    Y:FF    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF08   00   E0   69    CPX    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF0A   00   D0   0E    BNE    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF0C   00   C0   FF    CPY    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF0E   00   D0   0A    BNE    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF10   00   C9   47    CMP    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF12   00   D0   06    BNE    A:47    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF14   A5   7F   69    LDA    A:69    X:69    Y:FF    P:25    SP:FB       BaseAddr:007F    IndirAddr:0000    Zero_page
DF16   00   C9   69    CMP    A:69    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF18   00   F0   04    BEQ    A:69    X:69    Y:FF    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF1E   00   A9   F5    LDA    A:F5    X:69    Y:FF    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF20   00   85   4F    STA    A:F5    X:69    Y:FF    P:A5    SP:FB       BaseAddr:004F    IndirAddr:0000    Zero_page
DF22   00   A9   47    LDA    A:47    X:69    Y:FF    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF24   00   A0   4F    LDY    A:47    X:69    Y:4F    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF26   24   01   FF    BIT    A:47    X:69    Y:4F    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
DF28   00   A2   00    LDX    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF2A   00   38   96    SEC    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
DF2B   96   00   00    STX    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:004F    IndirAddr:0000    Zero_page_y
DF2D   00   90   16    BCC    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF2F   00   50   14    BVC    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF31   00   30   12    BMI    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF33   00   D0   10    BNE    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF35   00   E0   00    CPX    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF37   00   D0   0C    BNE    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF39   00   C0   4F    CPY    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF3B   00   D0   08    BNE    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF3D   00   C9   47    CMP    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
DF3F   00   D0   04    BNE    A:47    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF41   A5   4F   00    LDA    A:00    X:00    Y:4F    P:67    SP:FB       BaseAddr:004F    IndirAddr:0000    Zero_page
DF43   00   F0   04    BEQ    A:00    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
DF49   2B   C6   20    RTS    A:00    X:00    Y:4F    P:67    SP:FD       BaseAddr:0000    IndirAddr:0000    Implied
C62C   AA   C6   E1    JSR    A:00    X:00    Y:4F    P:67    SP:FB       BaseAddr:E1AA    IndirAddr:0000    Absolute
E1AA   00   A9   FF    LDA    A:FF    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1AC   00   85   01    STA    A:FF    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
E1AE   00   A9   AA    LDA    A:AA    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1B0   8D   33   06    STA    A:AA    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0633    IndirAddr:0000    Absolute
E1B3   00   A9   BB    LDA    A:BB    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1B5   8D   89   06    STA    A:BB    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0689    IndirAddr:0000    Absolute
E1B8   00   A2   00    LDX    A:BB    X:00    Y:4F    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1BA   00   A9   66    LDA    A:66    X:00    Y:4F    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1BC   24   01   FF    BIT    A:66    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0001    IndirAddr:0000    Zero_page
E1BE   00   38   A0    SEC    A:66    X:00    Y:4F    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E1BF   00   A0   00    LDY    A:66    X:00    Y:00    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1C1   BC   33   06    LDY    A:66    X:00    Y:AA    P:E5    SP:FB       BaseAddr:0633    IndirAddr:0633    Absolute_x
E1C4   00   10   12    BPL    A:66    X:00    Y:AA    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1C6   00   F0   10    BEQ    A:66    X:00    Y:AA    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1C8   00   50   0E    BVC    A:66    X:00    Y:AA    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1CA   00   90   0C    BCC    A:66    X:00    Y:AA    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1CC   00   C9   66    CMP    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1CE   00   D0   08    BNE    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1D0   00   E0   00    CPX    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1D2   00   D0   04    BNE    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1D4   00   C0   AA    CPY    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1D6   00   F0   04    BEQ    A:66    X:00    Y:AA    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1DC   00   A2   8A    LDX    A:66    X:8A    Y:AA    P:E5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1DE   00   A9   66    LDA    A:66    X:8A    Y:AA    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1E0   00   B8   18    CLV    A:66    X:8A    Y:AA    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E1E1   00   18   A0    CLC    A:66    X:8A    Y:AA    P:24    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E1E2   00   A0   00    LDY    A:66    X:8A    Y:00    P:26    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1E4   FF   05   BB    LDY    A:66    X:8A    Y:BB    P:A4    SP:FB       BaseAddr:05FF    IndirAddr:0689    Absolute_x
E1E7   00   10   12    BPL    A:66    X:8A    Y:BB    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1E9   00   F0   10    BEQ    A:66    X:8A    Y:BB    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1EB   00   70   0E    BVS    A:66    X:8A    Y:BB    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1ED   00   B0   0C    BCS    A:66    X:8A    Y:BB    P:A4    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1EF   00   C0   BB    CPY    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1F1   00   D0   08    BNE    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1F3   00   C9   66    CMP    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1F5   00   D0   04    BNE    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1F7   00   E0   8A    CPX    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E1F9   00   F0   04    BEQ    A:66    X:8A    Y:BB    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Relative
E1FF   00   A0   53    LDY    A:66    X:8A    Y:53    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E201   00   A9   AA    LDA    A:AA    X:8A    Y:53    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E203   00   A2   78    LDX    A:AA    X:78    Y:53    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E205   8D   78   06    STA    A:AA    X:78    Y:53    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E208   B6   DE   F7    JSR    A:AA    X:78    Y:53    P:25    SP:F9       BaseAddr:F7B6    IndirAddr:0000    Absolute
F7B6   00   18   A9    CLC    A:AA    X:78    Y:53    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7B7   00   A9   FF    LDA    A:FF    X:78    Y:53    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7B9   00   85   01    STA    A:FF    X:78    Y:53    P:A4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7BB   24   01   FF    BIT    A:FF    X:78    Y:53    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7BD   00   A9   55    LDA    A:55    X:78    Y:53    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7BF   0A   E2   1D    RTS    A:55    X:78    Y:53    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E20B   1D   00   06    ORA    A:FF    X:78    Y:53    P:E4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E20E   C0   E2   F7    JSR    A:FF    X:78    Y:53    P:E4    SP:F9       BaseAddr:F7C0    IndirAddr:0000    Absolute
F7C0   00   B0   09    BCS    A:FF    X:78    Y:53    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C2   00   10   07    BPL    A:FF    X:78    Y:53    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C4   00   C9   FF    CMP    A:FF    X:78    Y:53    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7C6   00   D0   03    BNE    A:FF    X:78    Y:53    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7C8   00   50   01    BVC    A:FF    X:78    Y:53    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7CA   10   E2   C8    RTS    A:FF    X:78    Y:53    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E211   00   C8   A9    INY    A:FF    X:78    Y:54    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E212   00   A9   00    LDA    A:00    X:78    Y:54    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E214   8D   78   06    STA    A:00    X:78    Y:54    P:67    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E217   CE   E2   F7    JSR    A:00    X:78    Y:54    P:67    SP:F9       BaseAddr:F7CE    IndirAddr:0000    Absolute
F7CE   00   38   B8    SEC    A:00    X:78    Y:54    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7CF   00   B8   A9    CLV    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7D0   00   A9   00    LDA    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7D2   19   E2   1D    RTS    A:00    X:78    Y:54    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E21A   1D   00   06    ORA    A:00    X:78    Y:54    P:27    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E21D   D3   E2   F7    JSR    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:F7D3    IndirAddr:0000    Absolute
F7D3   00   D0   07    BNE    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D5   00   70   05    BVS    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D7   00   90   03    BCC    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7D9   00   30   01    BMI    A:00    X:78    Y:54    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7DB   1F   E2   C8    RTS    A:00    X:78    Y:54    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E220   00   C8   A9    INY    A:00    X:78    Y:55    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E221   00   A9   AA    LDA    A:AA    X:78    Y:55    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E223   8D   78   06    STA    A:AA    X:78    Y:55    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E226   DF   E2   F7    JSR    A:AA    X:78    Y:55    P:A5    SP:F9       BaseAddr:F7DF    IndirAddr:0000    Absolute
F7DF   00   18   24    CLC    A:AA    X:78    Y:55    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7E0   24   01   FF    BIT    A:AA    X:78    Y:55    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F7E2   00   A9   55    LDA    A:55    X:78    Y:55    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7E4   28   E2   3D    RTS    A:55    X:78    Y:55    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E229   3D   00   06    AND    A:00    X:78    Y:55    P:66    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E22C   E5   E2   F7    JSR    A:00    X:78    Y:55    P:66    SP:F9       BaseAddr:F7E5    IndirAddr:0000    Absolute
F7E5   00   D0   07    BNE    A:00    X:78    Y:55    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7E7   00   50   05    BVC    A:00    X:78    Y:55    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7E9   00   B0   03    BCS    A:00    X:78    Y:55    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7EB   00   30   01    BMI    A:00    X:78    Y:55    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7ED   2E   E2   C8    RTS    A:00    X:78    Y:55    P:66    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E22F   00   C8   A9    INY    A:00    X:78    Y:56    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E230   00   A9   EF    LDA    A:EF    X:78    Y:56    P:E4    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E232   8D   78   06    STA    A:EF    X:78    Y:56    P:E4    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E235   F1   E2   F7    JSR    A:EF    X:78    Y:56    P:E4    SP:F9       BaseAddr:F7F1    IndirAddr:0000    Absolute
F7F1   00   38   B8    SEC    A:EF    X:78    Y:56    P:E5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7F2   00   B8   A9    CLV    A:EF    X:78    Y:56    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F7F3   00   A9   F8    LDA    A:F8    X:78    Y:56    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7F5   37   E2   3D    RTS    A:F8    X:78    Y:56    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E238   3D   00   06    AND    A:E8    X:78    Y:56    P:A5    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E23B   F6   E2   F7    JSR    A:E8    X:78    Y:56    P:A5    SP:F9       BaseAddr:F7F6    IndirAddr:0000    Absolute
F7F6   00   90   09    BCC    A:E8    X:78    Y:56    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7F8   00   10   07    BPL    A:E8    X:78    Y:56    P:A5    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7FA   00   C9   E8    CMP    A:E8    X:78    Y:56    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F7FC   00   D0   03    BNE    A:E8    X:78    Y:56    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F7FE   00   70   01    BVS    A:E8    X:78    Y:56    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F800   3D   E2   C8    RTS    A:E8    X:78    Y:56    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E23E   00   C8   A9    INY    A:E8    X:78    Y:57    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E23F   00   A9   AA    LDA    A:AA    X:78    Y:57    P:A5    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E241   8D   78   06    STA    A:AA    X:78    Y:57    P:A5    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E244   04   E2   F8    JSR    A:AA    X:78    Y:57    P:A5    SP:F9       BaseAddr:F804    IndirAddr:0000    Absolute
F804   00   18   24    CLC    A:AA    X:78    Y:57    P:A4    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F805   24   01   FF    BIT    A:AA    X:78    Y:57    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F807   00   A9   5F    LDA    A:5F    X:78    Y:57    P:64    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F809   46   E2   5D    RTS    A:5F    X:78    Y:57    P:64    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E247   5D   00   06    EOR    A:F5    X:78    Y:57    P:E4    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E24A   0A   E2   F8    JSR    A:F5    X:78    Y:57    P:E4    SP:F9       BaseAddr:F80A    IndirAddr:0000    Absolute
F80A   00   B0   09    BCS    A:F5    X:78    Y:57    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F80C   00   10   07    BPL    A:F5    X:78    Y:57    P:E4    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F80E   00   C9   F5    CMP    A:F5    X:78    Y:57    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F810   00   D0   03    BNE    A:F5    X:78    Y:57    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F812   00   50   01    BVC    A:F5    X:78    Y:57    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F814   4C   E2   C8    RTS    A:F5    X:78    Y:57    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E24D   00   C8   A9    INY    A:F5    X:78    Y:58    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E24E   00   A9   70    LDA    A:70    X:78    Y:58    P:65    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E250   8D   78   06    STA    A:70    X:78    Y:58    P:65    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E253   18   E2   F8    JSR    A:70    X:78    Y:58    P:65    SP:F9       BaseAddr:F818    IndirAddr:0000    Absolute
F818   00   38   B8    SEC    A:70    X:78    Y:58    P:65    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F819   00   B8   A9    CLV    A:70    X:78    Y:58    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F81A   00   A9   70    LDA    A:70    X:78    Y:58    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F81C   55   E2   5D    RTS    A:70    X:78    Y:58    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E256   5D   00   06    EOR    A:00    X:78    Y:58    P:27    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E259   1D   E2   F8    JSR    A:00    X:78    Y:58    P:27    SP:F9       BaseAddr:F81D    IndirAddr:0000    Absolute
F81D   00   D0   07    BNE    A:00    X:78    Y:58    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F81F   00   70   05    BVS    A:00    X:78    Y:58    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F821   00   90   03    BCC    A:00    X:78    Y:58    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F823   00   30   01    BMI    A:00    X:78    Y:58    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F825   5B   E2   C8    RTS    A:00    X:78    Y:58    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E25C   00   C8   A9    INY    A:00    X:78    Y:59    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E25D   00   A9   69    LDA    A:69    X:78    Y:59    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Immediate
E25F   8D   78   06    STA    A:69    X:78    Y:59    P:25    SP:FB       BaseAddr:0678    IndirAddr:0000    Absolute
E262   29   E2   F8    JSR    A:69    X:78    Y:59    P:25    SP:F9       BaseAddr:F829    IndirAddr:0000    Absolute
F829   00   18   24    CLC    A:69    X:78    Y:59    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F82A   24   01   FF    BIT    A:69    X:78    Y:59    P:E4    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F82C   00   A9   00    LDA    A:00    X:78    Y:59    P:66    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F82E   64   E2   7D    RTS    A:00    X:78    Y:59    P:66    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E265   7D   00   06    ADC    A:69    X:78    Y:59    P:24    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E268   2F   E2   F8    JSR    A:69    X:78    Y:59    P:24    SP:F9       BaseAddr:F82F    IndirAddr:0000    Absolute
F82F   00   30   09    BMI    A:69    X:78    Y:59    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F831   00   B0   07    BCS    A:69    X:78    Y:59    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F833   00   C9   69    CMP    A:69    X:78    Y:59    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F835   00   D0   03    BNE    A:69    X:78    Y:59    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F837   00   70   01    BVS    A:69    X:78    Y:59    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F839   6A   E2   C8    RTS    A:69    X:78    Y:59    P:27    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E26B   00   C8   20    INY    A:69    X:78    Y:5A    P:25    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E26C   3D   E2   F8    JSR    A:69    X:78    Y:5A    P:25    SP:F9       BaseAddr:F83D    IndirAddr:0000    Absolute
F83D   00   38   24    SEC    A:69    X:78    Y:5A    P:25    SP:F9       BaseAddr:0000    IndirAddr:0000    Implied
F83E   24   01   FF    BIT    A:69    X:78    Y:5A    P:E5    SP:F9       BaseAddr:0001    IndirAddr:0000    Zero_page
F840   00   A9   00    LDA    A:00    X:78    Y:5A    P:67    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
F842   6E   E2   7D    RTS    A:00    X:78    Y:5A    P:67    SP:FB       BaseAddr:0000    IndirAddr:0000    Implied
E26F   7D   00   06    ADC    A:6A    X:78    Y:5A    P:24    SP:FB       BaseAddr:0600    IndirAddr:0678    Absolute_x
E272   43   E2   F8    JSR    A:6A    X:78    Y:5A    P:24    SP:F9       BaseAddr:F843    IndirAddr:0000    Absolute
F843   00   30   09    BMI    A:6A    X:78    Y:5A    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F845   00   B0   07    BCS    A:6A    X:78    Y:5A    P:24    SP:F9       BaseAddr:0000    IndirAddr:0000    Relative
F847   00   C9   6A    CMP    A:6A    X:78    Y:5A    P:27    SP:F9       BaseAddr:0000    IndirAddr:0000    Immediate
